n,r2,r2_adj,const_coef,const_se_std,const_se_hc1,const_p_std,const_p_hc1,const_ci_std_low,const_ci_std_high,const_ci_hc1_low,const_ci_hc1_high,ai_exposure_det_main_coef,ai_exposure_det_main_se_std,ai_exposure_det_main_se_hc1,ai_exposure_det_main_p_std,ai_exposure_det_main_p_hc1,ai_exposure_det_main_ci_std_low,ai_exposure_det_main_ci_std_high,ai_exposure_det_main_ci_hc1_low,ai_exposure_det_main_ci_hc1_high,model,x_cols,beta1_boot_ci_low,beta1_boot_ci_high,beta_pre_coef,beta_pre_se_std,beta_pre_se_hc1,beta_pre_p_std,beta_pre_p_hc1,beta_pre_ci_std_low,beta_pre_ci_std_high,beta_pre_ci_hc1_low,beta_pre_ci_hc1_high,vol_pre_coef,vol_pre_se_std,vol_pre_se_hc1,vol_pre_p_std,vol_pre_p_hc1,vol_pre_ci_std_low,vol_pre_ci_std_high,vol_pre_ci_hc1_low,vol_pre_ci_hc1_high,momentum_12m_pre_coef,momentum_12m_pre_se_std,momentum_12m_pre_se_hc1,momentum_12m_pre_p_std,momentum_12m_pre_p_hc1,momentum_12m_pre_ci_std_low,momentum_12m_pre_ci_std_high,momentum_12m_pre_ci_hc1_low,momentum_12m_pre_ci_hc1_high,log_market_cap_coef,log_market_cap_se_std,log_market_cap_se_hc1,log_market_cap_p_std,log_market_cap_p_hc1,log_market_cap_ci_std_low,log_market_cap_ci_std_high,log_market_cap_ci_hc1_low,log_market_cap_ci_hc1_high
41,0.09449874302342043,0.0712807620753031,0.011577202869903705,0.07555423601861895,0.06462194948556337,0.8790067119971428,0.8578177280902906,-0.13650909972658942,0.15966350546639685,-0.1150818181218005,0.13823622386160792,0.259424382639825,0.12859083051667564,0.12895270872219045,0.05056881946714163,0.04424321303318952,0.007386354827140729,0.5114624104525092,0.006677073544331724,0.5121716917353183,M1,ai_exposure_det_main,0.016632150659058615,0.5151923369327336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.4387310511579813,0.3932227580086284,-0.3070619875812869,0.09680327265894839,0.13101772811963983,0.003040488039240564,0.01909518743058869,-0.4967964019928257,-0.11732757316974804,-0.563856734695781,-0.05026724046679282,-0.009122130713862128,0.11981868759566691,0.10816598134441313,0.9397236372100543,0.9327904333735636,-0.24396675840136928,0.225722496973645,-0.22112745414891188,0.2028831927211876,M2,"ai_exposure_det_main,beta_pre,vol_pre",-0.21859712132709966,0.2307045383816728,0.00686630241793329,0.14627026853821176,0.2157572201152814,0.9628114641972033,0.9746122420787315,-0.27982342391696174,0.2935560287528283,-0.41601784900801825,0.4297504538438848,1.2579199530496084,0.6265912983487877,1.1237632175909145,0.05203511347420286,0.2629773451965338,0.02980100828598453,2.4860388978132324,-0.9446559534285841,3.460495859527801,,,,,,,,,,,,,,,,,,
41,0.4473193558987486,0.38591039544305394,-0.33996068575600996,0.10685756632109437,0.1359320651766526,0.003014037044982143,0.012385709460668932,-0.5494015157453549,-0.130519855766665,-0.606387533502249,-0.07353383800977087,0.01277841809139802,0.12404399344773896,0.11166082196278951,0.9185226221437627,0.9088893360565091,-0.23034780906617036,0.2559046452489664,-0.2060767929556694,0.23163362913846544,M3,"ai_exposure_det_main,beta_pre,vol_pre,momentum_12m_pre",-0.19173909517886362,0.27351730231842597,0.05042339286767461,0.1582537494831695,0.23701244949703199,0.7518531721844486,0.8315252751074587,-0.2597539561193376,0.3606007418546868,-0.4141210081465081,0.5149677938818573,1.2233007145677268,0.6320526328212538,1.0553450741218346,0.060821130933131226,0.24639602437229335,-0.015522445761930515,2.462123874897384,-0.8451756307110689,3.2917770598465226,0.08648668226065734,0.11563289301501692,0.22692715648683498,0.4593535836183051,0.7031135392598276,-0.14015378804877582,0.3131271525700905,-0.35829054445353925,0.5312639089748539,,,,,,,,,
41,0.5346014971847941,0.46811599678262183,-2.006137041129089,0.6578942499600179,0.6734224056505321,0.0043505297014925755,0.002891743886316174,-3.295609771050724,-0.7166643112074538,-3.326044956204132,-0.6862291260540458,0.044149902509002456,0.11609076359640806,0.1086251556073153,0.7060172975525982,0.6844173441473747,-0.18338799413995732,0.27168779915796226,-0.16875540248133553,0.2570552074993404,M4,"ai_exposure_det_main,beta_pre,vol_pre,momentum_12m_pre,log_market_cap",-0.1496073007606772,0.2960245915449493,-0.08284083421768923,0.15619619132438414,0.22301854240362426,0.5992087008665097,0.7103003981280671,-0.38898536921348215,0.2233037007781037,-0.5199571773287928,0.3542755088934143,1.894172055974068,0.6438777826285673,1.0196861804917134,0.0057541182111657,0.0632254194398433,0.632171602022076,3.1561725099260602,-0.10441285778969034,3.8927569697378264,0.1703919502700387,0.11248814226671197,0.2167194047161635,0.13881417301366292,0.43173098942546495,-0.05008480857271677,0.39086870911279414,-0.25437808297364173,0.5951619835137192,0.059890663373216135,0.02337625284913146,0.02349588379592986,0.014868949370020123,0.010803684130600203,0.014073207788918476,0.1057081189575138,0.013838731133193616,0.10594259561323865
