n,r2,alpha_daily,alpha_annual,alpha_se_hac,alpha_p_hac,MKT_RF_coef,MKT_RF_se_hac,MKT_RF_p_hac,ticker,group,unit,model,SMB_coef,SMB_se_hac,SMB_p_hac,HML_coef,HML_se_hac,HML_p_hac,MOM_coef,MOM_se_hac,MOM_p_hac
1315,0.3012845841784799,0.0004311674729775436,0.108654203190341,0.0005674009228938526,0.44731487611175025,1.0229336255587373,0.04802646852230529,1.150528430273254e-100,PANW,Broad_tech,stock,Carhart4,-0.03801384917976653,0.0946480889176461,0.6879537254000767,-0.5984097753111398,0.0631378067161505,2.5961098161338866e-21,0.07029154387222428,0.05647751883354387,0.21328126925155821
1315,0.4692230926497155,-0.00011200006452766609,-0.028224016260971853,0.00045288392569852007,0.8046728639760502,1.3864307335033106,0.04103103443647319,2.78409019497289e-250,CDNS,Broad_tech,stock,CAPM,,,,,,,,,
1315,0.5336824899877757,0.00015282756728451168,0.03851254695569694,0.00041046792416255147,0.7096507104978482,1.2240812391894633,0.04010549864413702,1.3500246404224362e-204,CDNS,Broad_tech,stock,FF3,-0.10347269466002451,0.06321690762459242,0.10167471159587713,-0.6377908201646478,0.05456370771320085,1.4522133492927738e-31,,,
1315,0.5417207680187367,0.00011960948676240137,0.030141590664125143,0.0004082006007097093,0.7695095857559983,1.2302312843879668,0.03923947180424436,9.171047149788959e-216,CDNS,Broad_tech,stock,Carhart4,-0.05193022725210175,0.06334554310011196,0.4123341723072027,-0.6507054924291628,0.05048948320699606,5.263009541585051e-38,0.19018497123066178,0.051594640935102735,0.00022768283979043036
1315,0.46896197740007617,-0.0008073766811538247,-0.20345892365076382,0.00043066102132922684,0.06082874464122953,1.3525792961769483,0.06066420233132749,4.0252239114644364e-110,ADSK,Broad_tech,stock,CAPM,,,,,,,,,
1315,0.49748231045480507,-0.0005749928245240835,-0.14489819178006905,0.0004290659025741247,0.18021161748794456,1.1927217383735176,0.058959423910784854,5.380780428717486e-91,ADSK,Broad_tech,stock,FF3,0.1958293202421901,0.0646556152825643,0.0024552223130017525,-0.39521100172741497,0.05531590704569856,9.024678286659328e-13,,,
1315,0.5130328260212698,-0.0005299058754169042,-0.13353628060505987,0.00042567661427610806,0.21318487008858988,1.1843742730619828,0.05904388697441524,1.6769639442327896e-89,ADSK,Broad_tech,stock,Carhart4,0.12587065410698173,0.06226213649412452,0.04321516973320992,-0.3776818982398335,0.05590852372571459,1.424864196065007e-11,-0.2581383386433446,0.055716889870404074,3.603424080127619e-06
1315,0.08660204669323202,0.00016628790744942714,0.04190455267725564,0.0002642334478280014,0.5291383069479858,0.26625271950648755,0.03417573354638516,6.664155698133195e-15,KO,Defensive,stock,CAPM,,,,,,,,,
1315,0.16657331883466076,-1.1122624645634465e-05,-0.002802901410699885,0.00025572544903820164,0.9653074294693273,0.4000898708340459,0.03889466702989449,8.107242129848743e-25,KO,Defensive,stock,FF3,-0.34384407371075304,0.04561935087805909,4.800161599860729e-14,0.19022053138175463,0.04217747691650228,6.482682521872883e-06,,,
1315,0.18408912225268725,1.0796819621400199e-05,0.00272079854459285,0.0002562452205514046,0.9663913052842416,0.39603167208052675,0.03876072594501488,1.6582200775150507e-24,KO,Defensive,stock,Carhart4,-0.37785513708294166,0.045696766769691234,1.3537087225864267e-16,0.19874246987071287,0.040968376666135675,1.2276686492233565e-06,-0.12549638064027963,0.029915007684695613,2.7275396602274746e-05
1315,0.07383773920431658,-5.648974902528603e-05,-0.01423541675437208,0.00030069805678709257,0.8509848040692962,0.2797815601265642,0.03555587868588335,3.581023599494786e-15,PEP,Defensive,stock,CAPM,,,,,,,,,
1315,0.12430262642037349,-0.0002093141462124638,-0.05274716484554087,0.0002961180166897928,0.4796531375267048,0.39742929352318157,0.03764092145466881,4.6432924453372356e-26,PEP,Defensive,stock,FF3,-0.3350445633856189,0.04504441345327447,1.0214867670390048e-13,0.1415689992029077,0.041451720677495876,0.0006371779417523372,,,
1315,0.1577835362676724,-0.00017482653996597517,-0.04405628807142574,0.00029430471734307286,0.5524904373094255,0.3910442064299012,0.03689315269095558,2.9999160301913134e-26,PEP,Defensive,stock,Carhart4,-0.3885568763491444,0.0446479442342886,3.241302224781566e-18,0.1549772432935628,0.04173959603005638,0.00020485329254862816,-0.19745344399034032,0.03869742717133342,3.352039036416341e-07
1315,0.06771058672241315,-9.229479616334443e-05,-0.0232582886331628,0.00028712717900031086,0.7478752967902227,0.25867955923355157,0.03278440295625968,3.0140316629474915e-15,PG,Defensive,stock,CAPM,,,,,,,,,
1315,0.12276248623352481,-0.0002366933213804343,-0.05964671698786944,0.00028131710579096106,0.40013760464728176,0.37227135249743293,0.0382002287428065,1.9327392051230662e-22,PG,Defensive,stock,FF3,-0.35661504633379315,0.04913405404886673,3.9285070509617184e-13,0.11078999683009395,0.04571942648111206,0.01538196941597001,,,
1315,0.15264158308457954,-0.00020523742320744995,-0.051719830648277385,0.0002801113640890762,0.4637418013201756,0.3664475603792915,0.03713492850465907,5.729426279473743e-23,PG,Defensive,stock,Carhart4,-0.40542324298133325,0.04714423864929875,7.997004980427844e-18,0.12301956004708627,0.04254837343892643,0.0038366753935727433,-0.18009586932980182,0.030725708341923345,4.589626371657058e-09
1315,0.11802887670497708,0.00047621583991049407,0.1200063916574445,0.0003430246041705969,0.1650503424714399,0.41337686094370035,0.048485895044249,1.5187044099926436e-17,WMT,Defensive,stock,CAPM,,,,,,,,,
1315,0.13066027186100337,0.0003936974337612742,0.0992117533078411,0.0003399659883955258,0.2468438475989565,0.4785740360166923,0.04969283635715824,5.935607011582807e-22,WMT,Defensive,stock,FF3,-0.20846589606803279,0.05634637677956021,0.00021583627528023306,0.060631003380010165,0.03830276884867312,0.11343503072598439,,,
1315,0.13094221881787305,0.00038999897938765335,0.09827974280568864,0.0003404809187264453,0.25202874138983233,0.4792587734008133,0.04984249275902111,6.879740224626918e-22,WMT,Defensive,stock,Carhart4,-0.2027272302265795,0.056440864822497716,0.0003283363749310317,0.05919310193087346,0.03819803639701065,0.12122859536270006,0.02117492725603236,0.03922955808468577,0.5893558574335178
1315,0.03434234549547155,0.0002540646579465206,0.06402429380252318,0.00027747328807503646,0.35985760401235944,0.17596306276513862,0.02717460729482754,9.463924279222044e-11,JNJ,Defensive,stock,CAPM,,,,,,,,,
1315,0.08059272945341134,0.00010561631765099175,0.02661531204804992,0.00027030224006304864,0.6959937490512081,0.28347987593538526,0.029104245303535066,2.0324304553984912e-22,JNJ,Defensive,stock,FF3,-0.21404286923624072,0.043660305330064784,9.46442358285428e-07,0.2014328459093489,0.03913940719420991,2.6532330392096666e-07,,,
1315,0.1075427238755392,0.0001341508270090475,0.033806008406279967,0.0002697629813189967,0.6189835326927495,0.27819695411956014,0.029253086284414063,1.906560482171218e-21,JNJ,Defensive,stock,Carhart4,-0.25831812522574576,0.0437626306822043,3.575781439136678e-09,0.21252661866195194,0.03833813699634529,2.9652195976687674e-08,-0.16336991048472424,0.03667159624177394,8.391506507246262e-06
1315,0.03622180245744833,0.00023755967028283779,0.05986503691127512,0.00040990088285829877,0.5622154639560673,0.2508768537035519,0.04389008102894006,1.0904392354869511e-08,MRK,Defensive,stock,CAPM,,,,,,,,,
1315,0.05968753322791931,9.070960649204266e-05,0.02285882083599475,0.00040254581394903667,0.821714914151238,0.3562536438121748,0.04384205300383576,4.442634191613971e-16,MRK,Defensive,stock,FF3,-0.19555244924774404,0.06638212397627326,0.003220580457525404,0.20855039504470374,0.05059630169136973,3.75840972726553e-05,,,
1315,0.06727179242122039,0.00011172399138755607,0.02815444582966413,0.00040089356884372694,0.7804847233272708,0.3523630091067502,0.04255469391290632,1.2292896956315143e-16,MRK,Defensive,stock,Carhart4,-0.22815918725176182,0.06683527328678132,0.0006407438125821613,0.21672046054824323,0.049612476135367595,1.252372750960115e-05,-0.12031460349270323,0.05055050217844926,0.017308541365611458
1315,0.1443910529137361,0.0001176515597065939,0.02964819304606166,0.0002674503529519248,0.6600091311735129,0.36991304765738525,0.03361554503950798,3.6463442303769196e-28,MCD,Defensive,stock,CAPM,,,,,,,,,
1315,0.1773784784874528,-6.206760916424377e-06,-0.001564103750938943,0.00026798421621248295,0.9815219117885907,0.4628538587863317,0.03756312523007396,6.893903595306562e-35,MCD,Defensive,stock,FF3,-0.2318655539179094,0.04947726274708791,2.7818133493321536e-06,0.13749897554269705,0.035047354639770274,8.736819553994613e-05,,,
1315,0.1794067147668459,1.8187615594670136e-06,0.0004583279129856874,0.00026869289645892674,0.9945992219904257,0.4613680015304936,0.037927466267049154,4.804803534396484e-34,MCD,Defensive,stock,Carhart4,-0.24431826714357577,0.048679052645257063,5.195169224429173e-07,0.14061917366671522,0.0347930277756416,5.3089863828959196e-05,-0.045948884981067105,0.03672715665477816,0.21090257163647452
1315,0.29642611181996037,0.00038132356050570645,0.09609353724743802,0.0003345792034678062,0.2544067702674503,0.6961050939435509,0.043199674560656716,2.045327319363537e-58,COST,Defensive,stock,CAPM,,,,,,,,,
1315,0.32895609779932555,0.00037722162041636787,0.0950598483449247,0.00032723490466301874,0.24901102486779791,0.717106142837927,0.04955322212717378,1.8360618318925992e-47,COST,Defensive,stock,FF3,-0.302965527928103,0.05417181911971857,2.2359404350462014e-08,-0.16485999729142164,0.0366947746326001,7.031336845671199e-06,,,
1315,0.3292227712996637,0.0003733996172072327,0.09409670353622264,0.0003271942268355728,0.25377962752200967,0.7178137542385622,0.049591247039330495,1.7532790117705293e-47,COST,Defensive,stock,Carhart4,-0.2970351589019394,0.05353301166152761,2.8790801434411288e-08,-0.16634593260325664,0.03712220172672515,7.428148289320269e-06,0.02188228696352212,0.03385471907097478,0.5180471809038176
1315,0.03135347465017968,-9.762811543329626e-05,-0.024602285089190656,0.0003029374760393884,0.747247020461711,0.18332677672517209,0.032579146881600955,1.8324300418605842e-08,CL,Defensive,stock,CAPM,,,,,,,,,
1315,0.0890211846217871,-0.00026611715391061723,-0.06706152278547554,0.00029705031786161673,0.3703245618247537,0.31175732294071473,0.03659097416575837,1.5946964618270787e-17,CL,Defensive,stock,FF3,-0.34836141301636353,0.050494069048597164,5.234921211152208e-12,0.16814284910773586,0.04884501377858492,0.0005766305158871333,,,
1315,0.11138420011519501,-0.00023777500470863942,-0.05991930118657714,0.0002960328083794395,0.4218563090205949,0.3065100149723992,0.03600965635065379,1.7112984905401693e-17,CL,Defensive,stock,Carhart4,-0.3923381954962786,0.04811175193437724,3.4996992472741593e-16,0.17916183522807533,0.048067624116050846,0.00019355193814783394,-0.16226858222689744,0.03567738064204201,5.410151950438575e-06
1315,0.0038289946927041463,-0.00036713620656943815,-0.09251832405549841,0.00035061945365668225,0.2950500703210571,0.07421059969787105,0.042624903852135125,0.08168093807879619,GIS,Defensive,stock,CAPM,,,,,,,,,
1315,0.05329875557233221,-0.0005609551723747396,-0.14136070343843438,0.00034755476295262005,0.10652631230520855,0.21279469861856795,0.04529518065504234,2.627799273928683e-06,GIS,Defensive,stock,FF3,-0.24991560415818825,0.056708195344577425,1.0479012152386777e-05,0.2799484020149592,0.048550640171380374,8.112142686297999e-09,,,
1315,0.08990106966034273,-0.0005189539080080215,-0.13077638481802142,0.0003477990641677169,0.13567072799886273,0.20501852160319417,0.04443259146834352,3.9471244403303035e-06,GIS,Defensive,stock,Carhart4,-0.31508640167861307,0.06033475197474841,1.7671078997439587e-07,0.29627783934150725,0.04722440316453196,3.5227495103057046e-10,-0.2404717289416376,0.04722560673079032,3.543480814360439e-07
1315,0.6313514307327837,0.00034524921071735855,0.08700280110077435,0.0004219181234225893,0.4131945515863935,1.7984968414836384,0.041229951045714086,0.0,PORT_AI_infra,AI_infra,portfolio,CAPM,,,,,,,,,
1315,0.6620684037366278,0.000584661542176247,0.14733470862841425,0.0004071471463050166,0.1510035712605919,1.64340086595351,0.03949991061952562,0.0,PORT_AI_infra,AI_infra,portfolio,FF3,0.04364753912130158,0.06199145195661565,0.48137695115673695,-0.49787300158924225,0.0595020150004586,5.893841137474058e-17,,,
1315,0.6838721159492689,0.0005234795169083725,0.13191683826090989,0.0004034552684423514,0.19446235332206485,1.6547281977806318,0.03917446885748887,0.0,PORT_AI_infra,AI_infra,portfolio,Carhart4,0.13857995224571473,0.06308375402361145,0.028037495204417374,-0.5216596199728407,0.053332362618506796,1.354648151689999e-22,0.35028820246483944,0.04786840651091931,2.5219561722731824e-13
1315,0.7299972592904709,-0.0003699739911392965,-0.09323344576710271,0.00024192572959304124,0.12619319018119163,1.2698882899917636,0.029601241230890744,0.0,PORT_AI_platforms,AI_platforms,portfolio,CAPM,,,,,,,,,
1315,0.8013876504297858,-0.0001741559702856238,-0.0438873045119772,0.00020274035599519263,0.3903350612894072,1.1517079371505834,0.030099532509512705,0.0,PORT_AI_platforms,AI_platforms,portfolio,FF3,-0.1072128027117892,0.033437796885622685,0.0013443704045119332,-0.4892086141442287,0.02670799245723021,6.063068617066346e-75,,,
1315,0.8065117254219747,-0.00015468008644033956,-0.03897938178296557,0.0001990525283008829,0.4371105422364685,1.1481021428347125,0.03119829069159159,1.8352956248206715e-296,PORT_AI_platforms,AI_platforms,portfolio,Carhart4,-0.13743234256991843,0.033765836862192554,4.698095602226773e-05,-0.48163669388353586,0.025822177714397567,1.2151430083677427e-77,-0.11150615419778331,0.02459287004721023,5.785382948103593e-06
1315,0.7974917203206424,-0.00035114784999253394,-0.08848925819811855,0.00017891616100065846,0.04968812615606756,1.2232554215971356,0.0176311278972286,0.0,PORT_Broad_tech,Broad_tech,portfolio,CAPM,,,,,,,,,
1315,0.8146774556036747,-0.00025678746070222964,-0.06471044009696186,0.00017450827642006384,0.14115822091748287,1.1650140857943392,0.018225122033794266,0.0,PORT_Broad_tech,Broad_tech,portfolio,FF3,-0.030363814789958508,0.026983742980122294,0.260477490406527,-0.22351866912506882,0.022785106441044086,1.0211168858013509e-22,,,
1315,0.816711564863987,-0.0002454784209712094,-0.061860562084744775,0.00017331966802735962,0.15667793642694552,1.1629203132341719,0.018114562980688646,0.0,PORT_Broad_tech,Broad_tech,portfolio,Carhart4,-0.047911361264620964,0.02807535242984755,0.08790990888955691,-0.21912189063999885,0.02468683492058703,6.926890548303657e-19,-0.0647481540811784,0.024264484453694307,0.007620594760729593
1315,0.16464525130252206,0.00010195543286102153,0.025692769080977427,0.00020297809636610938,0.6154581202631005,0.2968486134302973,0.024242826857603626,1.791137933721097e-34,PORT_Defensive,Defensive,portfolio,CAPM,,,,,,,,,
1315,0.23821685665012482,-3.2316420111963847e-05,-0.008143737868214889,0.00019673480401126761,0.8695234235032161,0.3992610095802454,0.025704081813549703,2.075057966545662e-54,PORT_Defensive,Defensive,portfolio,FF3,-0.2786672997002747,0.033651337547251095,1.221277089925109e-16,0.13339240011227893,0.03146477036279384,2.2409729652002428e-05,,,
1315,0.26240057974318987,-1.1490387971772866e-05,-0.0028955777688867623,0.00019763047017330772,0.9536364984875884,0.39540524678614924,0.025320639285518882,5.6715061150002705e-55,PORT_Defensive,Defensive,portfolio,Carhart4,-0.3109817822337913,0.03321713103804598,7.817449482164698e-21,0.14148923699854718,0.03046743915567339,3.4181178745842462e-06,-0.11923621898678968,0.025414150160282898,2.709103161634569e-06
