n,mean_diff,sd_diff,se_diff,ci_low,ci_high,cohen_dz,shapiro_W,shapiro_p,normal_diffs,t_stat,t_p_value,wilcoxon_stat,wilcoxon_p_value,main_test,main_stat,main_p_value,analysis,event_date,window_sessions,beta_mean_pre,beta_min_pre,beta_max_pre
21,0.002247979495277569,0.0025820748148779552,0.000563454918534158,0.0010726331310331502,0.003423325859521988,0.8706097446614158,0.8844496085255695,0.017680111615565947,False,3.989635055677114,0.0007207809193060198,16.0,0.00016117095947265625,Wilcoxon signed-rank,16.0,0.00016117095947265625,event_capm,2022-11-30,120,1.5441032847039604,0.5138434594015284,2.1625919979877373
21,-0.0016211146686106839,0.0032371735275381606,0.0007064091775071826,-0.00309465839170381,-0.00014757094551755734,-0.5007808987748414,0.9510380655513015,0.3563328050331764,True,-2.2948663752237293,0.032693299451709984,58.0,0.04599285125732422,Paired t-test,-2.2948663752237293,0.032693299451709984,placebo_capm,2021-11-30,120,1.495235815531556,0.5867413342168712,2.3127655056156433
