test,t,df,p_value,mean_x,mean_y,mean_diff,se_diff,ci_low,ci_high,hedges_g
Welch t-test,2.7436909881226055,62.46350501279549,0.007919704189395693,0.02638379017323471,-0.010892587153649031,0.03727637732688374,0.013586215608190786,0.010121927505330086,0.0644308271484374,0.593229592292321
